loan,income,balance
No,22317.5655920813,1376.07540071899
No,39757.438166238,1060.01692111738
No,30851.2777692275,532.326738059543
No,28711.7571298473,0
No,24670.1188959719,894.125809153853
No,37309.6818073641,906.436388161149
No,28727.1201628575,0
No,35333.1822214085,506.425913944997
No,14123.7035658802,943.501721088937
No,14874.8002114834,0
No,54996.8427500424,442.489564867692
No,20117.8300344603,380.963307708165
No,37073.1923811729,961.999353015986
Yes,48331.1268575393,1789.09339109987
No,27283.6917439672,76.4760889556027
No,53995.7304950264,1067.13902561623
No,39592.4369317594,0
No,40973.6465438182,253.131982153796
No,55409.4595968406,1056.92834752857
No,37727.5351161306,179.70007051145
No,18197.2287289779,990.935762651983
No,36723.4487731456,693.753718271082
No,37705.2432205848,965.276817800471
No,51423.6946425968,300.876206227772
No,47297.7227040899,1265.04493206661
No,40335.6109906479,558.670513820666
No,53599.7455269133,1183.98331144049
No,20495.1586007315,1165.84020910987
No,17265.9186145271,1542.19122652944
No,22669.4243298994,587.767759147185
No,31005.0357580094,0
No,27329.9793137832,389.976694553251
No,55522.6239251505,647.075900997426
No,40012.5329121316,70.9831629934718
No,12670.0276198346,115.545355510686
No,42451.73557619,90.9334471934815
No,51716.7399008311,1230.42425584871
No,27924.8465630726,201.558399425731
No,10353.9039107506,1562.84615505181
No,11019.8775588539,622.895209146374
No,9184.73276156983,1142.12695524822
No,21126.1772070552,1796.26763981163
No,38505.7838671204,947.423970124183
No,34332.6613136933,419.440579482408
No,53754.2007216096,1660.82770182402
No,24972.2459136159,391.240461740877
No,34745.0074718263,613.430936470434
No,18667.9256525825,1024.10880694689
No,25976.0651146896,0
No,33876.1890302511,1252.95833769345
No,55675.7598635713,708.837481761085
No,16515.3084266927,266.647086073168
No,19496.1652150139,1339.3636140539
No,49457.1052970342,781.595335858498
No,19032.5090112019,1021.37011086602
No,40739.859930577,948.494278459002
No,20208.5446086433,1312.93377963415
No,50861.7888483642,0
No,24566.4833655163,0
No,30922.6042126623,0
No,13993.6545371706,859.336963698517
No,45696.8316119872,646.157667991942
Yes,10591.7174194295,1707.91463425405
No,28492.4003038224,133.673454962256
No,16145.6376951065,80.5956758170269
No,17845.0741549791,631.600847713155
No,40668.7253963171,1236.6179140601
No,40085.4399499287,742.583373337698
No,12731.7575532721,97.0314627755507
No,50900.2425566065,1054.22211036239
No,29850.2120699576,959.600287013541
No,33683.1817331799,1258.85227738491
No,36547.1610411452,443.246466812385
No,26126.3294382767,1605.10241527746
No,25964.8443397551,0
No,25106.3747819931,832.645975118982
No,19632.1754217151,443.537028835006
No,40088.050514941,817.431769304621
No,43725.9975260941,881.663799741016
No,48400.2411526907,1154.09427380224
No,9681.49389260076,961.575563726496
No,17538.4616181002,516.121959538247
No,22572.7901256335,1357.41186805469
No,35261.3557800662,1036.03059447073
No,17802.9272603154,900.609341667945
No,46393.2645380991,1516.32602496867
No,22208.3289188997,1015.20453493839
No,40368.9568536783,232.105743961613
No,19451.8162821095,1082.28413297939
No,17992.9711781875,682.439660780583
No,18144.9848326959,1218.1388796678
No,47444.4928019833,802.413142185247
No,38014.873488625,143.854898263964
No,32908.5271228366,1087.46579379215
No,14753.2973335429,895.753955582569
No,58956.5131752064,660.285496472662
No,19087.1747800951,630.973489225016
No,15402.4820810586,1648.96602929082
No,18246.8157222368,975.95559735843
No,22955.082122953,297.005378251911
No,47328.2329138298,0
No,32629.9448499908,0
No,18231.8302550712,789.214894854669
Yes,31318.2960261534,1804.03647479983
No,29698.5162713578,1266.11386715158
No,20414.4121733742,135.187643441951
No,36941.0634015026,28.8137434583155
No,15347.9142879003,0
No,49150.3458527716,750.698996449432
No,57386.1287972175,805.305116879864
No,29573.2382295888,1093.80300483916
No,44335.9581121448,483.965271303409
No,19592.1093866605,1534.3948836384
No,48013.6902006639,1349.18729128375
No,20575.4650114134,158.570442748481
No,25850.38312555,172.462019863184
No,53675.5675472481,1280.76286092074
No,22811.4569780822,213.173275202052
No,32248.5365682336,0
No,13903.4557309642,704.013648569298
No,38295.2338064477,708.813976162634
No,49477.7856417044,257.396383130285
No,22867.0705856512,1188.7442962229
No,62886.709228091,0
No,45581.7947809336,1321.70389084265
No,17749.9720524962,882.581967513754
No,11964.4250856384,1418.13414828413
No,36897.7801091249,1245.42220532725
No,58747.3877347941,339.529268529111
No,29088.1113478079,824.547830415245
No,30171.624493137,241.442690317856
No,47684.2394572224,1510.79325032928
No,52174.9542732655,396.641249971247
No,15786.3173190985,1633.69780348788
No,47122.0724707326,650.418341067727
No,15680.6104930059,1382.43823059019
No,24367.861421199,613.480294534845
No,37845.9992477028,1424.35121841429
No,19053.0058906904,914.108175564389
No,15469.6526246998,802.008930409247
No,18852.2738479108,539.674902980334
No,52192.274717818,337.575999886826
No,16681.3502966219,813.494837592495
No,39834.0308074596,477.882121951292
No,32154.7535517213,342.191602086332
No,45316.8354075388,840.365781019741
No,16643.2409619884,865.565592160238
No,44402.1062312719,645.591636551786
No,35031.532001505,1755.38891023201
No,51690.0634671793,498.749450828636
No,30859.6363376973,587.781081680209
No,10062.5759326033,824.616593532163
No,32660.7252649811,0
No,20436.4390294741,880.803636009252
No,48227.8193683666,917.122134744439
No,19280.5442609264,789.717540631928
No,52938.0354701239,763.855624656873
No,17383.2585454709,1062.16650954245
No,44444.1491764787,944.332567427518
No,25587.7439274116,877.501422954718
No,41417.3459241838,1344.10340586866
Yes,18304.6505704658,1543.09958172153
No,38864.5841504209,380.317450057093
No,23634.8157312548,1176.89330253283
No,34524.9188645623,733.199914922477
No,48942.025780663,348.997028765627
No,19245.8326918502,1380.08752574482
No,40369.698030948,943.165719446864
No,51897.394908379,1248.88584911739
No,51107.8600950232,713.223492012257
No,36721.8622064862,834.235608163585
No,26200.0384004908,0
No,37489.722114493,1558.8838618394
No,37736.7496039702,1362.18661906241
No,45729.8880504535,1581.52150477331
No,39752.3541911937,324.854971443152
No,47527.1255757851,1112.73574005439
No,32578.4358262251,379.598726050867
No,26239.7818673704,1549.0981513814
No,46732.7678074658,1489.41591455079
No,41647.7271645225,548.206363841178
No,37637.0050338339,561.968472973583
No,34470.4180269734,595.486701367495
No,27364.8654758574,267.513968799493
No,21034.879651448,1793.30318771576
No,10177.8667369628,1773.15354152212
No,37333.3338338768,618.860372699188
No,37766.4936916137,205.643808098518
No,36364.7538519546,1011.43154284565
No,38130.6456699094,0
No,15221.1723898836,1154.43210536761
No,43705.3790386263,292.515980695165
No,19233.7738901492,1106.94627728915
Yes,30070.1352632412,1665.95462052155
No,22212.7410345934,968.671100957994
No,39928.5881786116,797.249369291247
No,18620.2389516182,636.897822720102
No,14101.2902997406,1011.33484841619
No,47303.676639153,791.035222304402
No,36965.045572252,942.474749546844
No,46165.1545334877,706.974277907863
No,55990.8746075411,767.434812504422
No,37074.54081369,568.843668259643
No,18999.6168066482,1271.56295706236
No,44280.7863513009,938.939141726121
No,34631.7060500926,1012.19419884963
No,18935.5115098086,1355.49323059172
No,43486.9570806418,912.048721941633
No,25724.7706367641,289.598834250938
Yes,14435.8431942214,2035.8615565476
No,17858.0679077375,1602.17988580192
No,20067.8097636582,0
No,14036.620879558,1202.39070517802
No,28164.1985522538,554.707652869949
No,2541.20081429887,229.988723491338
No,35503.9089588381,768.979148022833
No,16898.1294674003,1211.04014613146
No,35648.3811626748,0
No,27537.7353522315,0
No,15966.7171268937,859.936651054092
No,47556.3012519448,0
No,14959.6618849533,1471.53839065508
No,17730.5511020257,582.873867246958
No,25858.2817451931,463.119339198825
No,48940.4900300522,986.154130259504
No,29685.1292285638,534.74605449766
No,39656.6321983598,1402.69052668977
No,46278.0745202707,967.74800102954
No,36889.4282456394,884.022517779638
No,19080.8089865564,455.699938269667
No,66915.5717874548,0
No,37917.6645392021,1141.2382104748
No,21358.0000548145,365.235879827926
No,33579.3562250616,38.3759245804088
No,13593.140510988,731.970611270272
No,47784.3184738,1006.71978598059
No,34561.9495390561,1107.80115591006
No,45673.6739067692,777.530808732216
No,35398.9571179789,1501.42608729105
No,12085.4530819151,862.060038480201
No,19910.9689671724,12.1864202972865
No,30208.0464441746,0
No,31309.9984840595,1820.32548997904
No,40179.8300541546,576.068992874936
No,31017.9011357947,837.752621293608
No,34875.3323287297,399.79388495453
No,20909.8353696313,578.755098896162
No,46565.059953601,1106.54087450672
No,38442.2960634912,390.745611388115
No,15421.5516574415,274.194627807201
No,42271.3334081723,1476.87764199904
No,20306.9360124815,578.460742369529
No,28192.1258830284,1064.14771330635
No,46404.6646948089,1598.30341726465
No,33529.8806538019,863.451829577627
No,32574.5028988198,1157.75985725331
No,24086.9524874473,406.38604907433
No,44202.707504713,309.244487695008
No,28353.6300145366,943.951244268014
No,42916.7013947578,1206.79193715819
No,21028.2867502157,1448.06045753637
No,26977.6227486722,1166.59398929301
No,61281.3008105003,800.30867198517
No,31032.869700076,714.926000080201
No,28417.7419907703,471.255083069548
No,30390.0600699129,662.164445094238
No,53398.3147279233,770.431961924154
No,55496.7771129435,597.326869569873
No,48183.2767398541,140.853022519257
No,29423.2320285923,1035.55294399822
No,11560.567698562,784.10878118083
No,17072.3366388213,442.027425025125
No,54072.6570198483,888.081431985558
No,44775.122006996,704.202908307045
No,15099.5302012588,1016.45061642843
No,42914.9816724656,1036.46072800599
No,22795.9429883192,1060.22003413917
No,38075.4382991816,1243.92805989896
No,26571.8745602489,1291.97734580897
No,20222.8662388676,69.2524758053386
No,29932.6620347112,196.389285525812
No,18305.7345223333,709.027102883811
No,52106.8387037871,1034.14996239185
No,50549.5334619527,868.006030057611
No,48800.3568478614,1236.00699323763
No,46282.2577329848,12.9123495546218
No,21342.7030297359,826.453636513914
No,20752.1754356717,703.990009364016
No,13152.0341263612,817.121438400311
No,45066.1332443431,1210.01463106309
No,22296.9836996044,766.406247421834
No,33980.8258311547,1643.65405150903
No,54009.6319447306,1053.01477816353
No,41508.9556964546,240.077434521457
No,44440.7054833724,62.6529485075978
No,11194.6688781448,924.233203921663
No,26027.6876516962,944.0710358903
No,51837.752325646,295.785442761409
Yes,35657.2256698962,2085.58697818353
No,58068.622244121,474.355263765365
No,54297.1136556321,504.723352582326
No,33961.1004508478,292.384144390823
No,40227.1438816191,593.28046779734
No,50054.7623469691,76.0640883415747
No,16809.0064517963,1270.09281045792
No,40689.4785866351,877.343686869075
No,20980.8055046157,932.560942548355
No,30262.1171373507,279.963388337914
No,40398.3993465472,1155.1750058879
No,45431.7575917119,0
No,23378.5728235637,1216.76756165806
No,15274.4690275405,0
No,22891.9293782851,728.549399239302
No,48365.5775942221,0
No,21323.0494420305,643.565267155745
No,27289.2713224843,973.082364343837
No,14385.1670694871,1177.95742476219
No,41314.993615811,196.987111415453
No,44845.1362915324,1526.26866859685
No,56060.2036101667,441.396084563066
No,56533.3130669828,1004.64177302613
No,36645.1405748822,1258.06953382511
No,37119.6019665666,1563.99341883986
No,29905.5278559754,367.35157626488
No,18276.4340649165,1222.76804081128
No,19682.8724899139,1582.20281304722
No,32725.3866528516,647.13028302857
No,33146.4953386028,0
No,15079.4889372439,1585.33302945842
No,25773.18264869,837.972336155771
No,10543.5563164881,686.782149406402
No,37891.0370436422,947.842158985084
No,18101.6763143196,1205.0550079097
No,37456.2619909468,1254.13105462545
No,50528.5338652233,949.123846295031
No,27610.7030900379,530.246019980846
No,54558.1401094237,833.689970256381
No,36173.982445364,638.465310882778
Yes,28296.9147184635,2387.31486743364
No,21383.2311743407,839.390890223131
No,63285.0251126079,294.634280951069
No,34720.93615732,1178.1794376938
No,57890.5159582794,1149.72013584049
No,42468.2782209453,909.764267678658
No,18539.5903551186,1391.50802679448
No,18018.3583136311,1029.24963218458
No,30773.7428447844,1504.5969399062
No,35122.8536147464,1276.4892999898
No,25023.3230927001,874.915042538445
No,51516.3362893771,1104.68946321199
No,47056.1991877335,0
No,37466.0202992199,698.80044395676
No,33945.1427605779,1055.41086822615
No,14491.8440664949,131.28461051854
No,44181.671863611,795.903785966359
No,39291.2037327881,611.954296807175
No,41409.7711489966,1670.42300806805
No,33591.2315394355,1423.14954532056
No,29623.4712882976,770.641939176912
No,29808.3522278599,1315.46960886839
No,53218.1108551285,599.204105037746
No,34128.7669919245,584.356741021442
No,51659.8784114258,27.2718784920017
No,32332.1826526434,65.7275950839411
No,23909.5469466814,1338.46111617072
No,16151.2528468194,1120.42296847456
No,41996.1244144328,726.02934382868
No,44372.7939185397,1353.5882835195
No,38122.1923999718,531.744210691984
No,36762.8088401801,1824.64138514207
No,14035.4991381188,894.465468093504
No,16445.6247238911,1275.53856458026
No,19106.2657896555,550.624394138456
No,13158.4422264499,270.391026233552
No,35266.1284410747,651.998604093421
No,50765.8926332739,718.351102130362
No,31235.782923348,1008.94653988106
No,13390.9200005461,1510.74781182427
No,38371.9774624643,1393.36828331237
No,45519.8377116616,586.588274391792
No,45873.1799719756,793.41392669019
No,43263.6306402332,285.910169131953
No,20322.7686347979,550.381055833744
No,16785.38532485,716.491995031388
No,39946.4849685718,383.686466865314
No,38431.8186913772,252.333309120169
No,40167.0233128899,1164.10427048393
No,38398.8660985364,1080.18577692773
No,47101.990627242,906.478544181794
No,26567.2410810939,457.800098565629
No,42762.1218348043,1215.86735927273
No,45083.1113673867,217.361520631417
No,12502.6449158541,1076.72770461126
No,23639.233623289,58.0660620767269
No,55219.5200109582,1615.22500095208
No,22811.393799216,1119.00178869124
No,17621.4538490348,671.958067158232
No,38672.7496473852,634.21792638252
No,16164.4846069406,831.818536264928
No,22018.9821001083,373.062516538222
No,58481.5439128062,776.454876211341
No,12195.3798286488,1031.30393864174
No,43795.5817003373,910.67241583492
No,42163.4535969445,1010.80906498234
No,48280.9463176417,1090.35035030747
No,53801.615635285,1008.55034292713
No,50127.1804741922,0
No,20074.2810967841,1824.36800350788
No,44411.6782657154,730.164418478993
No,30941.5485184932,991.131782568509
No,35030.6350247283,1356.51666465842
No,41699.2097914708,576.635576855956
No,43385.821809676,1334.5541912103
No,47624.3796002969,1487.66180770108
No,48551.9710763615,778.693492520055
No,37599.4201866653,444.196382313779
No,34632.1026922622,1023.3621601843
No,17840.3848795582,153.400095790985
No,47169.3568472448,661.760616380205
No,34918.6129080311,312.614706540541
No,30102.0355391677,645.372564533029
No,49010.2733191107,0
No,22975.493022604,779.614723353116
No,19755.5211422929,569.498790806108
No,38507.119385618,1287.76589516641
No,32294.5456510691,1177.81506956381
No,25704.646642625,795.368557078411
No,24902.735490804,877.039196960132
No,36701.5301668566,823.991988281088
No,52089.6446283697,1019.21535840238
No,38908.8811192003,942.737482135501
No,40145.3390915312,6.78786175914354
No,55158.1512404129,0
No,22790.7958314379,1420.20420508849
No,18189.5207628528,1254.66258256834
No,37796.4034569112,0
No,33605.3779326314,1140.07189936954
No,19869.3901776741,747.958511235591
No,48717.2631496507,1598.60255266893
No,21426.3069842744,1226.37071722573
No,50611.9859546811,929.819934850511
No,43853.8842526713,807.405738044712
No,56965.7021104141,345.364941188499
No,42907.0261908208,982.450944888935
No,14485.9484894986,1067.67076675223
No,39017.9503227464,742.540614206706
No,30948.2902664065,1060.17844742674
No,33767.0507141976,523.753367762277
No,29799.3191983562,697.982915044228
Yes,15802.2328831476,1500.89453315482
No,14378.8906007666,1682.89763103161
No,6466.51340820681,1264.04207020703
No,34247.7800247361,1352.46233583861
No,50671.3227510852,376.878916634948
No,37255.3650881247,629.561281534804
No,11355.1127102972,709.414229834248
No,42332.2462776755,541.346278833227
No,42721.4777704317,421.172381915514
No,47910.9638496034,500.804219905074
No,41663.3401134605,0
No,43360.160154297,1089.36587309619
No,56468.1222446001,603.847482534768
Yes,50341.5739037884,1165.53985274392
No,43155.3626996992,1457.62260167023
No,27108.2136591038,390.055026370177
No,35517.2291107955,584.14121640762
No,13498.1265266133,901.012282940652
No,14142.0754374369,1380.09673715717
No,39902.4418921895,1146.06768909789
No,43327.026105494,1058.02596863124
No,35980.7527880856,474.37966209093
No,22425.4057574307,969.143518900583
No,12557.8228818817,1616.73887826784
No,33298.500399848,1185.02865067439
No,41257.3860294191,472.633228937598
No,30964.234583001,1257.62512281906
No,37306.6939870991,640.918438752274
No,42442.8473498049,105.744247655831
No,25947.2454089183,672.426792683469
No,45186.9759350042,568.66644703703
No,26670.0121129722,368.19829877759
No,57266.8295893597,1546.54850637671
No,28930.2545205789,230.220394093858
No,34200.1833534919,815.054702367188
No,17995.858258227,164.305511667688
No,15291.6707951933,1785.79751592117
No,27873.637911952,661.052297809298
No,13522.4215063984,979.877154915478
No,23805.9105658439,778.249905207304
No,21744.5093170033,190.619278273277
No,45284.1893484952,523.813716991703
No,40044.4703210203,175.698868756298
No,38368.4841700357,977.947923151752
No,44260.7644148961,837.695359207891
No,27658.3866683395,1436.32081999306
No,53812.7978817314,638.229500996192
No,48631.3643616269,714.011659055547
No,36086.0921345944,738.253247663666
No,58027.7709224602,507.526534856239
No,15818.0613960182,1033.83349441518
No,20514.1713659729,19.7394609228467
No,48898.3701163411,434.704864003897
No,45334.8393330862,0
No,53069.3251510713,629.764071852454
No,26900.2807227485,522.767758901133
No,11681.4623321504,294.65648754174
No,14647.0022693022,469.425632910345
No,40903.4806861138,838.437038320412
No,52746.1331466994,1407.6395145697
No,16053.9742636275,1417.22549877778
No,38110.4431111926,363.994064622591
No,17076.5736044951,128.2518222274
Yes,28321.6845474436,1894.1682010356
No,10623.5974508246,1624.79564181453
No,46406.3379836008,645.949270764739
No,38184.5683849571,684.08490485463
No,46904.6038233881,1168.2845384156
No,51614.0562036621,766.124054874063
No,14063.0754606611,738.268601159608
No,45530.5091218435,525.89033827246
No,38877.5703324556,631.253506690788
No,65943.7839407987,0
No,53809.3303582319,913.913965747442
No,60498.9254643735,578.752566335341
No,43888.3966632069,1503.84995075327
No,11581.2206625316,555.265796927511
Yes,13624.5452584786,1289.24621049482
No,35714.6511274284,545.566510669189
No,33468.8221845045,1112.3489922615
No,35820.8856846426,564.907448112708
No,38879.5098790241,591.841407435347
No,22084.2716490223,908.122811892835
Yes,18195.266900905,2169.1961867561
No,15337.3022718717,1108.10536566553
No,27167.2603910132,0
No,35330.8553531479,957.59190285973
No,29537.3102493442,448.039968335434
No,40704.7072215123,1188.07287547976
No,19520.0090003742,1223.88581431865
No,18413.863852335,959.967042003212
No,35010.0258726036,734.721836402583
No,47628.4118282353,0
No,48914.197080844,1423.28425807833
No,26975.491809377,217.163501322414
No,36705.3404589011,672.045138944368
No,45958.9842240714,830.765389790969
No,58750.4959950061,652.528178921526
No,64930.2397951394,533.989148195491
No,17721.6300644139,1626.63407931271
No,30395.6882250574,1382.12097668256
No,38663.2005143247,0
No,38110.3647750537,1165.68915192015
No,34198.0513266133,1190.42050704867
No,39505.412457212,435.214657082187
No,17166.0425659832,1382.42254388129
No,27233.5630600525,1265.95483303592
No,40010.4651612535,1303.62613153881
No,21142.0419014152,240.101366708209
No,21109.4318148152,326.438624759239
No,41934.5973333166,562.801930706545
No,28836.1926228196,531.486360558459
No,17875.3390701558,594.544379822067
No,60180.5611339407,745.733892852885
No,29899.8068497328,1218.63890457214
No,37622.0537634591,266.460481236813
Yes,46076.2371099545,1899.54684151896
No,13729.05176324,717.601673035206
No,56075.1028426007,507.334595801347
No,14044.5334985769,1422.77458643495
No,37645.7999594114,1253.69961429402
No,38918.9941683265,1301.65076544526
Yes,17429.5033745137,2415.31699391853
No,11293.4692594247,1367.01387474484
No,31624.9056780779,449.051598436776
No,31971.312911759,505.69787294247
No,54982.7518342462,1150.45878459287
No,30385.0690772959,981.492213375106
No,16270.8356417841,612.266052400423
No,20351.3360667593,1122.29238597316
No,36000.0726853645,59.7970712775649
No,26207.6862791211,1353.01184468869
No,50731.8642626049,1232.23352673705
No,28803.774692854,924.013153395013
No,65501.6207632461,517.824545856159
No,12547.8290854169,1795.7168696683
No,26050.1300463799,983.560560031475
No,18998.0907794504,990.354260295393
No,52681.7066584365,1529.51700578982
No,44249.6786805901,272.87312934717
No,19468.4338686626,636.206615613261
Yes,38381.5857951998,1751.34708758191
No,46269.8372071629,721.920379651685
No,25768.2854912986,511.417511107721
No,41354.3501614923,563.687202812715
No,47221.4476200208,1110.72092233933
No,48874.151164611,403.034376540736
No,29246.3770929262,430.090423291077
No,33187.7689316935,278.473984331957
Yes,27438.3489877222,2228.47228298224
No,30099.1623728274,1201.78261651821
No,44686.1031484568,490.798404423966
No,8699.5983434718,792.855972361212
No,37180.0676510813,870.662370949312
No,11337.0592459497,1149.20983594409
No,49735.5676052008,493.533675003618
No,10845.0188294157,874.34837577951
No,23224.1278255065,1097.94754012716
No,29998.3630717934,976.149122427934
No,43124.2131477427,1373.72537886877
No,22360.1963285237,1282.76284131274
No,45649.1708111331,636.728473821258
No,24744.8540564407,1823.23192186717
No,34515.1956633224,605.863800626186
No,27888.8260319906,0
No,37128.7743004734,491.520310598524
No,37868.5597638725,248.362396685326
No,37151.410641444,1036.50374625816
No,35235.3656766103,1130.89393293249
No,10392.0641103791,1048.53898279114
No,50174.3290696742,1251.88850207924
Yes,61220.1331459947,1578.84749623035
No,40341.3388308665,0
No,33595.4327847968,1531.9629579638
No,30909.9309111235,935.465250260437
No,16873.5117589506,1056.18106719726
No,21430.7912243482,1060.7768268
No,41472.12196196,253.850878596446
No,36119.4288231761,323.123255734341
No,31749.6390256998,1051.22456471934
No,14258.2674251906,925.947058262368
No,13702.9999252162,831.241934194458
No,56567.0083341455,280.836868259055
No,20465.1538178253,1092.34254978767
No,49708.9552518842,702.276627024546
No,32756.2599089523,663.095887703947
No,25386.994874052,224.742276443815
No,60725.5268353645,1108.68051381324
No,20071.8216934198,0
No,36751.9778574127,352.798060721095
No,21735.246943326,1390.18542567836
No,32471.216238284,599.647361025925
No,45763.8998309111,514.545492306024
No,15883.6644313447,484.894316676272
No,49231.1908001463,278.720441419798
No,35806.0515057641,661.055733669173
No,27501.122647951,1110.29633959695
No,29376.4413748146,1306.25756759
Yes,17735.7788026984,1966.06296646795
No,33224.4447530513,588.564771289966
No,42869.1588324281,0
No,35164.8897588596,1289.60223717482
No,50795.2066162593,1054.2784985631
No,43513.1146613051,0
No,37899.6677887156,897.807241768884
No,13344.8569533159,673.785590697002
No,49487.600894741,636.335023462698
No,48347.2969819857,412.071614629222
Yes,61011.2159467102,1898.32349723464
No,27382.3253889581,1606.40367507054
No,41040.195117173,0
No,20157.2512618026,0
No,53051.72367742,486.384423514895
No,38821.6262992155,1738.11083484111
No,62746.8367910018,0
No,34730.8855238897,355.936626583037
No,24818.358625646,0
No,20441.674444239,1925.98745137576
No,55716.5487287266,819.111800228691
No,24015.9606718244,588.75670700404
No,28804.0002507826,975.571998093294
No,40727.5549957016,127.161925515578
No,48176.4282203172,713.436813413471
No,48994.8128507247,737.723042521754
No,14059.4576259625,687.064419498525
No,41957.7449421118,444.514583625639
No,32839.344860116,1061.2842367146
No,37189.0251363891,1425.49558151611
No,21282.6510921882,638.26193248667
No,20936.9269183621,1101.44496742737
No,41489.1912488471,888.244587469896
No,20616.0807025014,951.208724793444
No,15852.4234470929,1152.09664394135
No,27125.9069556656,883.160300099528
No,47378.0191766657,1126.98801117244
No,34353.4879054632,742.821230246206
No,19462.1544099914,1532.11664528117
No,28452.5982743193,266.768630098069
No,16479.9923887754,310.430599701327
No,46589.0626235188,1702.30135742104
No,39655.3981843522,649.782495505476
No,45392.2840271357,648.321454451411
No,24782.8767574669,995.274151938156
No,45757.3755755937,330.074882386637
No,20700.7060831009,1358.57343347494
Yes,30367.6108561366,1166.79852718668
No,26142.9116090434,671.669572518594
No,12045.3104191307,484.085483620726
No,47712.1840700714,1404.62755268013
No,54489.7438606909,617.001386972161
No,21436.5555923373,964.624889710123
No,24719.3955181875,466.579142984644
No,25927.5715647528,618.801159013855
No,28978.4641182962,1310.95236456225
No,28311.8309042242,123.927463494326
No,45304.793357761,786.264219192566
No,46981.9317616208,748.21058944285
Yes,12651.0743188128,2124.48923886948
No,16988.923303541,326.391243387214
No,14986.6432917397,474.882782464273
No,24889.2545892544,59.9658271032766
No,47894.2766516584,1611.33388185999
No,27236.5581442037,545.605211623034
No,46590.4406360683,0
No,52232.2511884741,1249.35413897066
No,18448.100273857,587.874754114786
Yes,43680.065235685,1302.73474174655
No,27416.6243495981,908.37274540593
No,13860.9350309585,1252.13301937038
No,37177.0360936892,277.168651892652
No,57483.5042108883,623.574809063757
No,41765.142501212,943.199390152837
No,18919.4169686979,1815.44523079173
No,20498.527653012,927.424650391502
Yes,18601.4030905943,2008.03298475156
No,31297.9619581896,1028.23523510955
No,51131.5132648769,408.236016977623
No,42630.6686555469,1355.43684723649
No,16042.2389216328,376.770798828235
No,69124.2684951903,856.47915734974
No,43991.9201313875,1110.74370452239
No,27855.7549698386,437.814278970858
No,60574.8058732982,1013.70540675709
Yes,56202.5761963902,1922.82904619158
No,49629.9030054647,1066.79279362836
No,33998.8475783305,465.553280059934
No,36361.9780794584,899.483312099838
No,34355.9095454688,592.800666683193
No,42695.3979153921,164.001019441243
No,62975.1287390269,0
No,17044.3653970318,1335.1313235085
No,11927.5319540726,1549.61638029724
No,33852.6775970728,1441.07069568953
No,39080.2635290685,1157.65206769237
No,36335.219517661,899.462006521363
No,44752.2292920748,331.16703204898
No,42132.013626294,439.201791769032
No,27043.2305590416,489.717690887527
No,37143.5812264389,652.993679181062
No,49221.1485186867,206.820878289734
No,14950.0947349898,932.487404912021
No,42331.8910833343,1098.23245141508
No,19677.9357288247,1959.59551983283
No,20804.6561208467,1706.95376649647
No,55971.1854749681,1255.88371142839
No,54481.3080034763,537.954408771502
No,38844.3498392063,349.161806174377
No,20150.902761931,167.606098803978
No,42281.2311402749,1612.46531468496
No,48007.9918075426,551.254052411868
No,16830.5651365535,1521.49668224023
No,61365.4443242382,826.960124205594
No,38010.2611136634,770.081934570081
No,10973.0882494351,1109.42549735877
No,53542.4127190244,559.324027305301
No,9050.00278108054,390.278197919582
No,42258.7733461712,1567.02386232976
No,62708.1620175011,170.260236584301
No,46222.2889572449,528.850203578729
No,49471.749397732,0
No,14071.0085362555,1000.41580660284
No,34834.4457069503,538.748646421516
No,35168.7270884563,435.402804256198
No,64525.9378993549,110.660530711258
No,49405.2609827479,153.563343023163
No,19056.8678387124,856.624728089322
No,20747.2122273177,934.252048089287
No,36514.6901415882,783.12296011937
No,17451.041186393,1271.11249459206
No,33660.7189686808,910.759822660294
No,40612.2157591974,748.652080396294
No,42028.923839609,668.942259766387
No,18589.6214456992,1061.93204093717
No,45155.0972106875,766.008842060671
No,15837.2533759543,1396.23460288284
No,34040.5484925118,265.435891352397
Yes,34494.1712062838,2080.93724738167
No,47103.4578190388,324.691264321875
No,24005.0051043532,1135.01076743719
Yes,56228.9216823573,1731.6807661524
No,16749.4614462397,1133.23296556513
No,37497.0870021449,782.648690118751
No,12896.6328980992,745.565474645239
No,51154.5081209419,1444.36123709977
No,19318.8404293024,1340.52919980707
Yes,41173.5039918827,1903.66721921081
No,42209.4873423349,317.903573559349
No,43242.61208683,901.317747909679
No,39950.9585214959,527.983482263253
No,16888.8124249196,915.653755753437
No,42694.8039243586,1143.55035363774
Yes,22256.8636914601,1488.55877463986
No,27104.8579400196,1024.23028360918
No,29217.3523431864,619.903822341423
No,34893.1376858329,1007.24865564428
No,42577.8145154607,0
No,51442.5655820133,1342.04759431789
No,22564.5848836263,1478.1697847446
No,52310.4115265425,149.357779532702
No,52008.4158082558,279.724275200053
No,49312.5064893276,869.8087826652
No,56364.2548943371,1493.28785220094
No,43344.8942878488,1127.8226863357
No,38676.9704373565,924.692705395402
No,43379.6346768697,311.507988004406
No,28610.1946592679,696.51006679722
No,25452.4758534912,295.633452061397
No,17862.2268684626,464.762682024611
No,17291.5268864259,750.41267450035
No,52943.3834046946,890.407653226291
No,37455.1988754218,0
No,12351.8259611963,340.697865960545
No,43399.7182823954,724.243805795046
